ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
CA00303A0Q6,19660928,PRCP,38,,,C,
CA00303A0Q6,19660929,PRCP,0,,,C,
CA00303A0Q6,19660930,PRCP,0,,,C,
CA00303A0Q6,19660901,SNOW,0,,,C,
CA00303A0Q6,19660902,SNOW,0,,,C,
CA00303A0Q6,19660903,SNOW,0,,,C,
CA00303A0Q6,19660904,SNOW,0,,,C,
CA00303A0Q6,19660905,SNOW,0,,,C,
CA00303A0Q6,19660906,SNOW,0,,,C,
CA00303A0Q6,19660907,SNOW,0,,,C,
CA00303A0Q6,19660908,SNOW,0,,,C,
CA00303A0Q6,19660909,SNOW,0,,,C,
CA00303A0Q6,19660910,SNOW,0,,,C,
CA00303A0Q6,19660911,SNOW,0,,,C,
CA00303A0Q6,19660912,SNOW,0,,,C,
CA00303A0Q6,19660913,SNOW,0,,,C,
CA00303A0Q6,19660914,SNOW,0,,,C,
CA00303A0Q6,19660915,SNOW,0,,,C,
CA00303A0Q6,19660916,SNOW,0,,,C,
CA00303A0Q6,19660917,SNOW,0,,,C,
CA00303A0Q6,19660918,SNOW,0,,,C,
CA00303A0Q6,19660919,SNOW,0,,,C,
CA00303A0Q6,19660920,SNOW,0,,,C,
CA00303A0Q6,19660921,SNOW,0,,,C,
CA00303A0Q6,19660922,SNOW,0,,,C,
CA00303A0Q6,19660923,SNOW,0,,,C,
CA00303A0Q6,19660924,SNOW,0,,,C,
CA00303A0Q6,19660925,SNOW,0,,,C,
CA00303A0Q6,19660926,SNOW,0,,,C,
CA00303A0Q6,19660927,SNOW,0,,,C,
CA00303A0Q6,19660928,SNOW,0,,,C,
CA00303A0Q6,19660929,SNOW,0,,,C,
CA00303A0Q6,19660930,SNOW,0,,,C,
CA00303A0Q6,19661001,PRCP,64,,,C,
CA00303A0Q6,19661002,PRCP,0,T,,C,
CA00303A0Q6,19661003,PRCP,0,,,C,
CA00303A0Q6,19661004,PRCP,0,,,C,
CA00303A0Q6,19661005,PRCP,0,,,C,
CA00303A0Q6,19661006,PRCP,0,,,C,
CA00303A0Q6,19661007,PRCP,8,,,C,
CA00303A0Q6,19661008,PRCP,0,,,C,
CA00303A0Q6,19661009,PRCP,0,,,C,
CA00303A0Q6,19661010,PRCP,0,,,C,
CA00303A0Q6,19661011,PRCP,61,,,C,
CA00303A0Q6,19661012,PRCP,56,,,C,
CA00303A0Q6,19661013,PRCP,0,,,C,
CA00303A0Q6,19661014,PRCP,0,,,C,
CA00303A0Q6,19661015,PRCP,0,,,C,
CA00303A0Q6,19661016,PRCP,0,,,C,
CA00303A0Q6,19661017,PRCP,0,,,C,
CA00303A0Q6,19661018,PRCP,0,,,C,
CA00303A0Q6,19661019,PRCP,0,,,C,
CA00303A0Q6,19661020,PRCP,0,,,C,
CA00303A0Q6,19661021,PRCP,0,,,C,
CA00303A0Q6,19661022,PRCP,0,,,C,
CA00303A0Q6,19661023,PRCP,0,,,C,
CA00303A0Q6,19661024,PRCP,0,,,C,
CA00303A0Q6,19661025,PRCP,0,,,C,
CA00303A0Q6,19661026,PRCP,38,,,C,
CA00303A0Q6,19661027,PRCP,10,,,C,
CA00303A0Q6,19661028,PRCP,0,,,C,
CA00303A0Q6,19661029,PRCP,0,,,C,
CA00303A0Q6,19661030,PRCP,0,,,C,
CA00303A0Q6,19661031,PRCP,0,,,C,
CA00303A0Q6,19661001,SNOW,0,,,C,
CA00303A0Q6,19661002,SNOW,0,T,,C,
CA00303A0Q6,19661003,SNOW,0,,,C,
CA00303A0Q6,19661004,SNOW,0,,,C,
CA00303A0Q6,19661005,SNOW,0,,,C,
CA00303A0Q6,19661006,SNOW,0,,,C,
CA00303A0Q6,19661007,SNOW,0,,,C,
CA00303A0Q6,19661008,SNOW,0,,,C,
CA00303A0Q6,19661009,SNOW,0,,,C,
CA00303A0Q6,19661010,SNOW,0,,,C,
CA00303A0Q6,19661011,SNOW,61,,,C,
CA00303A0Q6,19661012,SNOW,56,,,C,
CA00303A0Q6,19661013,SNOW,0,,,C,
CA00303A0Q6,19661014,SNOW,0,,,C,
CA00303A0Q6,19661015,SNOW,0,,,C,
CA00303A0Q6,19661016,SNOW,0,,,C,
CA00303A0Q6,19661017,SNOW,0,,,C,
CA00303A0Q6,19661018,SNOW,0,,,C,
CA00303A0Q6,19661019,SNOW,0,,,C,
CA00303A0Q6,19661020,SNOW,0,,,C,
CA00303A0Q6,19661021,SNOW,0,,,C,
CA00303A0Q6,19661022,SNOW,0,,,C,
CA00303A0Q6,19661023,SNOW,0,,,C,
CA00303A0Q6,19661024,SNOW,0,,,C,
CA00303A0Q6,19661025,SNOW,0,,,C,
CA00303A0Q6,19661026,SNOW,0,T,,C,
CA00303A0Q6,19661027,SNOW,10,,,C,
CA00303A0Q6,19661028,SNOW,0,,,C,
CA00303A0Q6,19661029,SNOW,0,,,C,
CA00303A0Q6,19661030,SNOW,0,,,C,
CA00303A0Q6,19661031,SNOW,0,,,C,
CA00303A0Q6,19661101,PRCP,0,,,C,
CA00303A0Q6,19661102,PRCP,0,,,C,
CA00303A0Q6,19661103,PRCP,0,T,,C,
CA00303A0Q6,19661104,PRCP,0,T,,C,
CA00303A0Q6,19661105,PRCP,76,,,C,
CA00303A0Q6,19661106,PRCP,0,T,,C,
CA00303A0Q6,19661107,PRCP,0,T,,C,
CA00303A0Q6,19661108,PRCP,0,T,,C,
CA00303A0Q6,19661109,PRCP,25,,,C,
CA00303A0Q6,19661110,PRCP,0,T,,C,
CA00303A0Q6,19661111,PRCP,0,,,C,
CA00303A0Q6,19661112,PRCP,0,,,C,
CA00303A0Q6,19661113,PRCP,13,,,C,
CA00303A0Q6,19661114,PRCP,0,,,C,
CA00303A0Q6,19661115,PRCP,28,,,C,
CA00303A0Q6,19661116,PRCP,76,,,C,
CA00303A0Q6,19661117,PRCP,0,,,C,
CA00303A0Q6,19661118,PRCP,0,,,C,
CA00303A0Q6,19661119,PRCP,0,,,C,
CA00303A0Q6,19661120,PRCP,84,,,C,
CA00303A0Q6,19661121,PRCP,61,,,C,
CA00303A0Q6,19661122,PRCP,0,,,C,
CA00303A0Q6,19661123,PRCP,0,,,C,
CA00303A0Q6,19661124,PRCP,0,,,C,
CA00303A0Q6,19661125,PRCP,38,,,C,
CA00303A0Q6,19661126,PRCP,0,,,C,
CA00303A0Q6,19661127,PRCP,0,,,C,
CA00303A0Q6,19661128,PRCP,0,T,,C,
CA00303A0Q6,19661129,PRCP,0,T,,C,
CA00303A0Q6,19661130,PRCP,0,,,C,
CA00303A0Q6,19661101,SNOW,0,,,C,
CA00303A0Q6,19661102,SNOW,0,,,C,
CA00303A0Q6,19661103,SNOW,0,T,,C,
CA00303A0Q6,19661104,SNOW,0,T,,C,
CA00303A0Q6,19661105,SNOW,76,,,C,
CA00303A0Q6,19661106,SNOW,0,T,,C,
CA00303A0Q6,19661107,SNOW,0,T,,C,
CA00303A0Q6,19661108,SNOW,0,T,,C,
CA00303A0Q6,19661109,SNOW,25,,,C,
CA00303A0Q6,19661110,SNOW,0,T,,C,
CA00303A0Q6,19661111,SNOW,0,,,C,
CA00303A0Q6,19661112,SNOW,0,,,C,
CA00303A0Q6,19661113,SNOW,13,,,C,
CA00303A0Q6,19661114,SNOW,0,,,C,
CA00303A0Q6,19661115,SNOW,28,,,C,
CA00303A0Q6,19661116,SNOW,76,,,C,
CA00303A0Q6,19661117,SNOW,0,,,C,
CA00303A0Q6,19661118,SNOW,0,,,C,
CA00303A0Q6,19661119,SNOW,0,,,C,
CA00303A0Q6,19661120,SNOW,71,,,C,
CA00303A0Q6,19661121,SNOW,61,,,C,
CA00303A0Q6,19661122,SNOW,0,,,C,
CA00303A0Q6,19661123,SNOW,0,,,C,
CA00303A0Q6,19661124,SNOW,0,,,C,
CA00303A0Q6,19661125,SNOW,38,,,C,
CA00303A0Q6,19661126,SNOW,0,,,C,
CA00303A0Q6,19661127,SNOW,0,,,C,
CA00303A0Q6,19661128,SNOW,0,T,,C,
CA00303A0Q6,19661129,SNOW,0,T,,C,
CA00303A0Q6,19661130,SNOW,0,,,C,
CA00303A0Q6,19661201,PRCP,0,,,C,
CA00303A0Q6,19661202,PRCP,0,,,C,
CA00303A0Q6,19661203,PRCP,0,,,C,
CA00303A0Q6,19661204,PRCP,0,,,C,
CA00303A0Q6,19661205,PRCP,0,T,,C,
CA00303A0Q6,19661206,PRCP,0,,,C,
CA00303A0Q6,19661207,PRCP,0,,,C,
CA00303A0Q6,19661208,PRCP,0,,,C,
CA00303A0Q6,19661209,PRCP,0,,,C,
CA00303A0Q6,19661210,PRCP,0,,,C,
CA00303A0Q6,19661211,PRCP,0,,,C,
CA00303A0Q6,19661212,PRCP,0,,,C,
CA00303A0Q6,19661213,PRCP,0,,,C,
CA00303A0Q6,19661214,PRCP,0,,,C,
CA00303A0Q6,19661215,PRCP,0,,,C,
CA00303A0Q6,19661216,PRCP,0,,,C,
CA00303A0Q6,19661217,PRCP,0,,,C,
CA00303A0Q6,19661218,PRCP,0,,,C,
CA00303A0Q6,19661219,PRCP,0,,,C,
CA00303A0Q6,19661220,PRCP,15,,,C,
CA00303A0Q6,19661221,PRCP,0,T,,C,
CA00303A0Q6,19661222,PRCP,0,,,C,
CA00303A0Q6,19661223,PRCP,0,,,C,
CA00303A0Q6,19661224,PRCP,0,,,C,
CA00303A0Q6,19661225,PRCP,10,,,C,
CA00303A0Q6,19661226,PRCP,15,,,C,
CA00303A0Q6,19661227,PRCP,0,T,,C,
CA00303A0Q6,19661228,PRCP,3,,,C,
CA00303A0Q6,19661229,PRCP,0,T,,C,
CA00303A0Q6,19661230,PRCP,0,T,,C,
CA00303A0Q6,19661231,PRCP,5,,,C,
CA00303A0Q6,19661201,SNOW,0,,,C,
CA00303A0Q6,19661202,SNOW,0,,,C,
CA00303A0Q6,19661203,SNOW,0,,,C,
CA00303A0Q6,19661204,SNOW,0,,,C,
CA00303A0Q6,19661205,SNOW,0,T,,C,
CA00303A0Q6,19661206,SNOW,0,,,C,
CA00303A0Q6,19661207,SNOW,0,,,C,
CA00303A0Q6,19661208,SNOW,0,,,C,
CA00303A0Q6,19661209,SNOW,0,,,C,
CA00303A0Q6,19661210,SNOW,0,,,C,
CA00303A0Q6,19661211,SNOW,0,,,C,
CA00303A0Q6,19661212,SNOW,0,,,C,
CA00303A0Q6,19661213,SNOW,0,,,C,
CA00303A0Q6,19661214,SNOW,0,,,C,
CA00303A0Q6,19661215,SNOW,0,,,C,
CA00303A0Q6,19661216,SNOW,0,,,C,
CA00303A0Q6,19661217,SNOW,0,,,C,
CA00303A0Q6,19661218,SNOW,0,,,C,
CA00303A0Q6,19661219,SNOW,0,,,C,
CA00303A0Q6,19661220,SNOW,15,,,C,
CA00303A0Q6,19661221,SNOW,0,T,,C,
CA00303A0Q6,19661222,SNOW,0,,,C,
CA00303A0Q6,19661223,SNOW,0,,,C,
CA00303A0Q6,19661224,SNOW,0,,,C,
CA00303A0Q6,19661225,SNOW,10,,,C,
CA00303A0Q6,19661226,SNOW,15,,,C,
CA00303A0Q6,19661227,SNOW,0,T,,C,
CA00303A0Q6,19661228,SNOW,3,,,C,
CA00303A0Q6,19661229,SNOW,0,T,,C,
CA00303A0Q6,19661230,SNOW,0,T,,C,
CA00303A0Q6,19661231,SNOW,5,,,C,
CA00303A0Q6,19670101,PRCP,0,,,C,
CA00303A0Q6,19670102,PRCP,0,,,C,
CA00303A0Q6,19670103,PRCP,0,,,C,
CA00303A0Q6,19670104,PRCP,213,,,C,
CA00303A0Q6,19670105,PRCP,38,,,C,
CA00303A0Q6,19670106,PRCP,0,,,C,
CA00303A0Q6,19670107,PRCP,0,,,C,
CA00303A0Q6,19670108,PRCP,0,,,C,
CA00303A0Q6,19670109,PRCP,0,,,C,
CA00303A0Q6,19670110,PRCP,0,,,C,
CA00303A0Q6,19670111,PRCP,0,,,C,
CA00303A0Q6,19670112,PRCP,0,,,C,
CA00303A0Q6,19670113,PRCP,0,,,C,
CA00303A0Q6,19670114,PRCP,0,,,C,
CA00303A0Q6,19670115,PRCP,25,,,C,
CA00303A0Q6,19670116,PRCP,0,T,,C,
CA00303A0Q6,19670117,PRCP,0,,,C,
CA00303A0Q6,19670118,PRCP,0,T,,C,
CA00303A0Q6,19670119,PRCP,0,,,C,
CA00303A0Q6,19670120,PRCP,0,,,C,
CA00303A0Q6,19670121,PRCP,0,,,C,
CA00303A0Q6,19670122,PRCP,0,,,C,
CA00303A0Q6,19670123,PRCP,0,,,C,
CA00303A0Q6,19670124,PRCP,0,,,C,
CA00303A0Q6,19670125,PRCP,0,,,C,
CA00303A0Q6,19670126,PRCP,0,,,C,
CA00303A0Q6,19670127,PRCP,0,,,C,
CA00303A0Q6,19670128,PRCP,0,,,C,
CA00303A0Q6,19670129,PRCP,0,,,C,
CA00303A0Q6,19670130,PRCP,0,,,C,
CA00303A0Q6,19670131,PRCP,0,,,C,
CA00303A0Q6,19670101,SNOW,0,,,C,
CA00303A0Q6,19670102,SNOW,0,,,C,
CA00303A0Q6,19670103,SNOW,0,,,C,
CA00303A0Q6,19670104,SNOW,213,,,C,
CA00303A0Q6,19670105,SNOW,38,,,C,
CA00303A0Q6,19670106,SNOW,0,,,C,
CA00303A0Q6,19670107,SNOW,0,,,C,
CA00303A0Q6,19670108,SNOW,0,,,C,
CA00303A0Q6,19670109,SNOW,0,,,C,
CA00303A0Q6,19670110,SNOW,0,,,C,
CA00303A0Q6,19670111,SNOW,0,,,C,
CA00303A0Q6,19670112,SNOW,0,,,C,
CA00303A0Q6,19670113,SNOW,0,,,C,
CA00303A0Q6,19670114,SNOW,0,,,C,
CA00303A0Q6,19670115,SNOW,25,,,C,
CA00303A0Q6,19670116,SNOW,0,T,,C,
CA00303A0Q6,19670117,SNOW,0,,,C,
CA00303A0Q6,19670118,SNOW,0,T,,C,
CA00303A0Q6,19670119,SNOW,0,,,C,
CA00303A0Q6,19670120,SNOW,0,,,C,
CA00303A0Q6,19670121,SNOW,0,,,C,
CA00303A0Q6,19670122,SNOW,0,,,C,
CA00303A0Q6,19670123,SNOW,0,,,C,
CA00303A0Q6,19670124,SNOW,0,,,C,
CA00303A0Q6,19670125,SNOW,0,,,C,
CA00303A0Q6,19670126,SNOW,0,,,C,
CA00303A0Q6,19670127,SNOW,0,,,C,
CA00303A0Q6,19670128,SNOW,0,,,C,
CA00303A0Q6,19670129,SNOW,0,,,C,
CA00303A0Q6,19670130,SNOW,0,,,C,
CA00303A0Q6,19670131,SNOW,0,,,C,
CA00303A0Q6,19670201,PRCP,0,,,C,
CA00303A0Q6,19670202,PRCP,0,,,C,
CA00303A0Q6,19670203,PRCP,0,,,C,
CA00303A0Q6,19670204,PRCP,51,,,C,
CA00303A0Q6,19670205,PRCP,0,,,C,
CA00303A0Q6,19670206,PRCP,5,,,C,
CA00303A0Q6,19670207,PRCP,0,,,C,
CA00303A0Q6,19670208,PRCP,0,,,C,
CA00303A0Q6,19670209,PRCP,0,,,C,
CA00303A0Q6,19670210,PRCP,0,,,C,
CA00303A0Q6,19670211,PRCP,0,,,C,
CA00303A0Q6,19670212,PRCP,36,,,C,
CA00303A0Q6,19670213,PRCP,46,,,C,
CA00303A0Q6,19670214,PRCP,0,,,C,
CA00303A0Q6,19670215,PRCP,0,,,C,
CA00303A0Q6,19670216,PRCP,0,,,C,
CA00303A0Q6,19670217,PRCP,0,T,,C,
CA00303A0Q6,19670218,PRCP,0,T,,C,
CA00303A0Q6,19670219,PRCP,13,,,C,
CA00303A0Q6,19670220,PRCP,0,T,,C,
CA00303A0Q6,19670221,PRCP,0,T,,C,
CA00303A0Q6,19670222,PRCP,0,,,C,
CA00303A0Q6,19670223,PRCP,0,,,C,
CA00303A0Q6,19670224,PRCP,0,,,C,
CA00303A0Q6,19670225,PRCP,0,,,C,
CA00303A0Q6,19670226,PRCP,0,,,C,
CA00303A0Q6,19670227,PRCP,0,,,C,
CA00303A0Q6,19670228,PRCP,20,,,C,
CA00303A0Q6,19670201,SNOW,0,,,C,
CA00303A0Q6,19670202,SNOW,0,,,C,
CA00303A0Q6,19670203,SNOW,0,,,C,
CA00303A0Q6,19670204,SNOW,51,,,C,
CA00303A0Q6,19670205,SNOW,0,,,C,
CA00303A0Q6,19670206,SNOW,5,,,C,
CA00303A0Q6,19670207,SNOW,0,,,C,
CA00303A0Q6,19670208,SNOW,0,,,C,
CA00303A0Q6,19670209,SNOW,0,,,C,
CA00303A0Q6,19670210,SNOW,0,,,C,
CA00303A0Q6,19670211,SNOW,0,,,C,
CA00303A0Q6,19670212,SNOW,36,,,C,
CA00303A0Q6,19670213,SNOW,46,,,C,
CA00303A0Q6,19670214,SNOW,0,,,C,
CA00303A0Q6,19670215,SNOW,0,,,C,
CA00303A0Q6,19670216,SNOW,0,,,C,
CA00303A0Q6,19670217,SNOW,0,T,,C,
CA00303A0Q6,19670218,SNOW,0,T,,C,
CA00303A0Q6,19670219,SNOW,13,,,C,
CA00303A0Q6,19670220,SNOW,0,T,,C,
CA00303A0Q6,19670221,SNOW,0,T,,C,
CA00303A0Q6,19670222,SNOW,0,,,C,
CA00303A0Q6,19670223,SNOW,0,,,C,
CA00303A0Q6,19670224,SNOW,0,,,C,
CA00303A0Q6,19670225,SNOW,0,,,C,
CA00303A0Q6,19670226,SNOW,0,,,C,
CA00303A0Q6,19670227,SNOW,0,,,C,
CA00303A0Q6,19670228,SNOW,20,,,C,
CA00303A0Q6,19670301,PRCP,0,T,,C,
CA00303A0Q6,19670302,PRCP,0,T,,C,
CA00303A0Q6,19670303,PRCP,0,,,C,
CA00303A0Q6,19670304,PRCP,25,,,C,
CA00303A0Q6,19670305,PRCP,13,,,C,
CA00303A0Q6,19670306,PRCP,0,T,,C,
CA00303A0Q6,19670307,PRCP,0,,,C,
CA00303A0Q6,19670308,PRCP,30,,,C,
CA00303A0Q6,19670309,PRCP,13,,,C,
CA00303A0Q6,19670310,PRCP,30,,,C,
CA00303A0Q6,19670311,PRCP,38,,,C,
CA00303A0Q6,19670312,PRCP,0,,,C,
CA00303A0Q6,19670313,PRCP,0,,,C,
CA00303A0Q6,19670314,PRCP,0,T,,C,
CA00303A0Q6,19670315,PRCP,5,,,C,
CA00303A0Q6,19670316,PRCP,13,,,C,
CA00303A0Q6,19670317,PRCP,0,,,C,
CA00303A0Q6,19670318,PRCP,0,T,,C,
CA00303A0Q6,19670319,PRCP,0,,,C,
CA00303A0Q6,19670320,PRCP,0,,,C,
CA00303A0Q6,19670321,PRCP,0,,,C,
CA00303A0Q6,19670322,PRCP,0,,,C,
CA00303A0Q6,19670323,PRCP,0,,,C,
CA00303A0Q6,19670324,PRCP,0,,,C,
CA00303A0Q6,19670325,PRCP,0,,,C,
CA00303A0Q6,19670326,PRCP,0,,,C,
CA00303A0Q6,19670327,PRCP,0,,,C,
CA00303A0Q6,19670328,PRCP,0,,,C,
CA00303A0Q6,19670329,PRCP,25,,,C,
CA00303A0Q6,19670330,PRCP,25,,,C,
CA00303A0Q6,19670331,PRCP,0,T,,C,
CA00303A0Q6,19670301,SNOW,0,T,,C,
CA00303A0Q6,19670302,SNOW,0,T,,C,
CA00303A0Q6,19670303,SNOW,0,,,C,
CA00303A0Q6,19670304,SNOW,25,,,C,
CA00303A0Q6,19670305,SNOW,13,,,C,
CA00303A0Q6,19670306,SNOW,0,T,,C,
CA00303A0Q6,19670307,SNOW,0,,,C,
CA00303A0Q6,19670308,SNOW,30,,,C,
CA00303A0Q6,19670309,SNOW,13,,,C,
CA00303A0Q6,19670310,SNOW,30,,,C,
CA00303A0Q6,19670311,SNOW,38,,,C,
CA00303A0Q6,19670312,SNOW,0,,,C,
CA00303A0Q6,19670313,SNOW,0,,,C,
CA00303A0Q6,19670314,SNOW,0,T,,C,
CA00303A0Q6,19670315,SNOW,5,,,C,
CA00303A0Q6,19670316,SNOW,13,,,C,
CA00303A0Q6,19670317,SNOW,0,,,C,
CA00303A0Q6,19670318,SNOW,0,T,,C,
CA00303A0Q6,19670319,SNOW,0,,,C,
CA00303A0Q6,19670320,SNOW,0,,,C,
CA00303A0Q6,19670321,SNOW,0,,,C,
CA00303A0Q6,19670322,SNOW,0,,,C,
CA00303A0Q6,19670323,SNOW,0,,,C,
CA00303A0Q6,19670324,SNOW,0,,,C,
CA00303A0Q6,19670325,SNOW,0,,,C,
CA00303A0Q6,19670326,SNOW,0,,,C,
CA00303A0Q6,19670327,SNOW,0,,,C,
CA00303A0Q6,19670328,SNOW,0,,,C,
CA00303A0Q6,19670329,SNOW,25,,,C,
CA00303A0Q6,19670330,SNOW,25,,,C,
CA00303A0Q6,19670331,SNOW,0,T,,C,
CA00303A0Q6,19670401,PRCP,0,,,C,
CA00303A0Q6,19670402,PRCP,0,,,C,
CA00303A0Q6,19670403,PRCP,0,T,,C,
CA00303A0Q6,19670404,PRCP,30,,,C,
CA00303A0Q6,19670405,PRCP,0,T,,C,
CA00303A0Q6,19670406,PRCP,0,,,C,
CA00303A0Q6,19670407,PRCP,0,,,C,
CA00303A0Q6,19670408,PRCP,0,,,C,
CA00303A0Q6,19670409,PRCP,0,,,C,
CA00303A0Q6,19670410,PRCP,8,,,C,
CA00303A0Q6,19670411,PRCP,0,T,,C,
CA00303A0Q6,19670412,PRCP,0,,,C,
CA00303A0Q6,19670413,PRCP,0,,,C,
CA00303A0Q6,19670414,PRCP,5,,,C,
CA00303A0Q6,19670415,PRCP,0,,,C,
CA00303A0Q6,19670416,PRCP,20,,,C,
CA00303A0Q6,19670417,PRCP,0,T,,C,
CA00303A0Q6,19670418,PRCP,41,,,C,
CA00303A0Q6,19670419,PRCP,61,,,C,
CA00303A0Q6,19670420,PRCP,0,T,,C,
CA00303A0Q6,19670421,PRCP,0,,,C,
CA00303A0Q6,19670422,PRCP,0,,,C,
CA00303A0Q6,19670423,PRCP,0,,,C,
CA00303A0Q6,19670424,PRCP,0,,,C,
CA00303A0Q6,19670425,PRCP,0,,,C,
CA00303A0Q6,19670426,PRCP,20,,,C,
CA00303A0Q6,19670427,PRCP,107,,,C,
CA00303A0Q6,19670428,PRCP,79,,,C,
CA00303A0Q6,19670429,PRCP,51,,,C,
CA00303A0Q6,19670430,PRCP,0,,,C,
CA00303A0Q6,19670401,SNOW,0,,,C,
CA00303A0Q6,19670402,SNOW,0,,,C,
CA00303A0Q6,19670403,SNOW,0,T,,C,
CA00303A0Q6,19670404,SNOW,30,,,C,
CA00303A0Q6,19670405,SNOW,0,T,,C,
CA00303A0Q6,19670406,SNOW,0,,,C,
CA00303A0Q6,19670407,SNOW,0,,,C,
CA00303A0Q6,19670408,SNOW,0,,,C,
CA00303A0Q6,19670409,SNOW,0,,,C,
CA00303A0Q6,19670410,SNOW,8,,,C,
CA00303A0Q6,19670411,SNOW,0,T,,C,
CA00303A0Q6,19670412,SNOW,0,,,C,
CA00303A0Q6,19670413,SNOW,0,,,C,
CA00303A0Q6,19670414,SNOW,5,,,C,
CA00303A0Q6,19670415,SNOW,0,,,C,
CA00303A0Q6,19670416,SNOW,20,,,C,
CA00303A0Q6,19670417,SNOW,0,T,,C,
CA00303A0Q6,19670418,SNOW,41,,,C,
CA00303A0Q6,19670419,SNOW,61,,,C,
CA00303A0Q6,19670420,SNOW,0,T,,C,
CA00303A0Q6,19670421,SNOW,0,,,C,
CA00303A0Q6,19670422,SNOW,0,,,C,
CA00303A0Q6,19670423,SNOW,0,,,C,
CA00303A0Q6,19670424,SNOW,0,,,C,
CA00303A0Q6,19670425,SNOW,0,,,C,
CA00303A0Q6,19670426,SNOW,20,,,C,
CA00303A0Q6,19670427,SNOW,107,,,C,
CA00303A0Q6,19670428,SNOW,79,,,C,
CA00303A0Q6,19670429,SNOW,51,,,C,
CA00303A0Q6,19670430,SNOW,0,,,C,
CA00303A0Q6,19670501,PRCP,5,,,C,
CA00303A0Q6,19670502,PRCP,13,,,C,
CA00303A0Q6,19670503,PRCP,0,T,,C,
CA00303A0Q6,19670504,PRCP,0,,,C,
CA00303A0Q6,19670505,PRCP,0,,,C,
CA00303A0Q6,19670506,PRCP,0,T,,C,
CA00303A0Q6,19670507,PRCP,0,T,,C,
CA00303A0Q6,19670508,PRCP,89,,,C,
CA00303A0Q6,19670509,PRCP,86,,,C,
CA00303A0Q6,19670510,PRCP,13,,,C,
CA00303A0Q6,19670511,PRCP,5,,,C,
CA00303A0Q6,19670512,PRCP,0,,,C,
CA00303A0Q6,19670513,PRCP,0,,,C,
CA00303A0Q6,19670514,PRCP,0,,,C,
CA00303A0Q6,19670515,PRCP,0,,,C,
CA00303A0Q6,19670516,PRCP,0,,,C,
CA00303A0Q6,19670517,PRCP,0,T,,C,
CA00303A0Q6,19670518,PRCP,0,,,C,
CA00303A0Q6,19670519,PRCP,0,,,C,
CA00303A0Q6,19670520,PRCP,0,,,C,
CA00303A0Q6,19670521,PRCP,0,,,C,
CA00303A0Q6,19670522,PRCP,0,,,C,
CA00303A0Q6,19670523,PRCP,0,,,C,
CA00303A0Q6,19670524,PRCP,290,,,C,
CA00303A0Q6,19670525,PRCP,36,,,C,
CA00303A0Q6,19670526,PRCP,0,,,C,
CA00303A0Q6,19670527,PRCP,0,,,C,
CA00303A0Q6,19670528,PRCP,0,,,C,
CA00303A0Q6,19670529,PRCP,119,,,C,
CA00303A0Q6,19670530,PRCP,345,,,C,
CA00303A0Q6,19670531,PRCP,51,,,C,
CA00303A0Q6,19670501,SNOW,5,,,C,
CA00303A0Q6,19670502,SNOW,13,,,C,
CA00303A0Q6,19670503,SNOW,0,T,,C,
CA00303A0Q6,19670504,SNOW,0,,,C,
CA00303A0Q6,19670505,SNOW,0,,,C,
CA00303A0Q6,19670506,SNOW,0,,,C,
