ID,DATE,ELEMENT,DATA_VALUE,M_FLAG,Q_FLAG,S_FLAG,OBS_TIME
CA00303C642,19850801,PRCP,0,,,C,
CA00303C642,19850802,PRCP,0,,,C,
CA00303C642,19850803,PRCP,0,,,C,
CA00303C642,19850804,PRCP,0,,,C,
CA00303C642,19850805,PRCP,0,,,C,
CA00303C642,19850806,PRCP,0,,,C,
CA00303C642,19850807,PRCP,0,,,C,
CA00303C642,19850808,PRCP,178,,,C,
CA00303C642,19850809,PRCP,28,,,C,
CA00303C642,19850810,PRCP,2,,,C,
CA00303C642,19850811,PRCP,46,,,C,
CA00303C642,19850812,PRCP,2,,,C,
CA00303C642,19850813,PRCP,0,,,C,
CA00303C642,19850814,PRCP,61,,,C,
CA00303C642,19850815,PRCP,82,,,C,
CA00303C642,19850816,PRCP,0,,,C,
CA00303C642,19850817,PRCP,0,,,C,
CA00303C642,19850818,PRCP,0,,,C,
CA00303C642,19850819,PRCP,14,,,C,
CA00303C642,19850820,PRCP,40,,,C,
CA00303C642,19850821,PRCP,214,,,C,
CA00303C642,19850822,PRCP,0,,,C,
CA00303C642,19850823,PRCP,0,,,C,
CA00303C642,19850824,PRCP,0,,,C,
CA00303C642,19850825,PRCP,0,,,C,
CA00303C642,19850826,PRCP,0,,,C,
CA00303C642,19850827,PRCP,0,T,,C,
CA00303C642,19850828,PRCP,0,,,C,
CA00303C642,19850829,PRCP,0,,,C,
CA00303C642,19850830,PRCP,0,,,C,
CA00303C642,19850831,PRCP,0,,,C,
CA00303C642,19850801,SNOW,0,,,C,
CA00303C642,19850802,SNOW,0,,,C,
CA00303C642,19850803,SNOW,0,,,C,
CA00303C642,19850804,SNOW,0,,,C,
CA00303C642,19850805,SNOW,0,,,C,
CA00303C642,19850806,SNOW,0,,,C,
CA00303C642,19850807,SNOW,0,,,C,
CA00303C642,19850808,SNOW,0,,,C,
CA00303C642,19850809,SNOW,0,,,C,
CA00303C642,19850810,SNOW,0,,,C,
CA00303C642,19850811,SNOW,0,,,C,
CA00303C642,19850812,SNOW,0,,,C,
CA00303C642,19850813,SNOW,0,,,C,
CA00303C642,19850814,SNOW,0,,,C,
CA00303C642,19850815,SNOW,0,,,C,
CA00303C642,19850816,SNOW,0,,,C,
CA00303C642,19850817,SNOW,0,,,C,
CA00303C642,19850818,SNOW,0,,,C,
CA00303C642,19850819,SNOW,0,,,C,
CA00303C642,19850820,SNOW,0,,,C,
CA00303C642,19850821,SNOW,0,,,C,
CA00303C642,19850822,SNOW,0,,,C,
CA00303C642,19850823,SNOW,0,,,C,
CA00303C642,19850824,SNOW,0,,,C,
CA00303C642,19850825,SNOW,0,,,C,
CA00303C642,19850826,SNOW,0,,,C,
CA00303C642,19850827,SNOW,0,,,C,
CA00303C642,19850828,SNOW,0,,,C,
CA00303C642,19850829,SNOW,0,,,C,
CA00303C642,19850830,SNOW,0,,,C,
CA00303C642,19850831,SNOW,0,,,C,
CA00303C642,19850801,SNWD,0,,,C,
CA00303C642,19850802,SNWD,0,,,C,
CA00303C642,19850803,SNWD,0,,,C,
CA00303C642,19850804,SNWD,0,,,C,
CA00303C642,19850805,SNWD,0,,,C,
CA00303C642,19850806,SNWD,0,,,C,
CA00303C642,19850807,SNWD,0,,,C,
CA00303C642,19850808,SNWD,0,,,C,
CA00303C642,19850809,SNWD,0,,,C,
CA00303C642,19850810,SNWD,0,,,C,
CA00303C642,19850811,SNWD,0,,,C,
CA00303C642,19850812,SNWD,0,,,C,
CA00303C642,19850813,SNWD,0,,,C,
CA00303C642,19850814,SNWD,0,,,C,
CA00303C642,19850815,SNWD,0,,,C,
CA00303C642,19850816,SNWD,0,,,C,
CA00303C642,19850817,SNWD,0,,,C,
CA00303C642,19850818,SNWD,0,,,C,
CA00303C642,19850819,SNWD,0,,,C,
CA00303C642,19850820,SNWD,0,,,C,
CA00303C642,19850821,SNWD,0,,,C,
CA00303C642,19850822,SNWD,0,,,C,
CA00303C642,19850823,SNWD,0,,,C,
CA00303C642,19850824,SNWD,0,,,C,
CA00303C642,19850825,SNWD,0,,,C,
CA00303C642,19850826,SNWD,0,,,C,
CA00303C642,19850827,SNWD,0,,,C,
CA00303C642,19850828,SNWD,0,,,C,
CA00303C642,19850829,SNWD,0,,,C,
CA00303C642,19850830,SNWD,0,,,C,
CA00303C642,19850831,SNWD,0,,,C,
CA00303C642,19850901,PRCP,0,,,C,
CA00303C642,19850902,PRCP,0,,,C,
CA00303C642,19850903,PRCP,12,,,C,
CA00303C642,19850904,PRCP,10,,,C,
CA00303C642,19850905,PRCP,32,,,C,
CA00303C642,19850906,PRCP,29,,,C,
CA00303C642,19850907,PRCP,2,,,C,
CA00303C642,19850908,PRCP,0,,,C,
CA00303C642,19850909,PRCP,0,,,C,
CA00303C642,19850910,PRCP,0,,,C,
CA00303C642,19850911,PRCP,252,,,C,
CA00303C642,19850912,PRCP,254,,,C,
CA00303C642,19850913,PRCP,0,,,C,
CA00303C642,19850914,PRCP,0,,,C,
CA00303C642,19850915,PRCP,0,,,C,
CA00303C642,19850916,PRCP,0,,,C,
CA00303C642,19850917,PRCP,0,,,C,
CA00303C642,19850918,PRCP,34,,,C,
CA00303C642,19850919,PRCP,0,,,C,
CA00303C642,19850920,PRCP,0,,,C,
CA00303C642,19850921,PRCP,3,,,C,
CA00303C642,19850922,PRCP,0,,,C,
CA00303C642,19850923,PRCP,22,,,C,
CA00303C642,19850924,PRCP,0,,,C,
CA00303C642,19850925,PRCP,0,,,C,
CA00303C642,19850926,PRCP,0,,,C,
CA00303C642,19850927,PRCP,0,,,C,
CA00303C642,19850928,PRCP,0,,,C,
CA00303C642,19850929,PRCP,0,,,C,
CA00303C642,19850930,PRCP,0,,,C,
CA00303C642,19850901,SNOW,0,,,C,
CA00303C642,19850902,SNOW,0,,,C,
CA00303C642,19850903,SNOW,0,,,C,
CA00303C642,19850904,SNOW,0,,,C,
CA00303C642,19850905,SNOW,0,T,,C,
CA00303C642,19850906,SNOW,0,,,C,
CA00303C642,19850907,SNOW,0,,,C,
CA00303C642,19850908,SNOW,0,,,C,
CA00303C642,19850909,SNOW,0,,,C,
CA00303C642,19850910,SNOW,0,,,C,
CA00303C642,19850911,SNOW,0,,,C,
CA00303C642,19850912,SNOW,0,,,C,
CA00303C642,19850913,SNOW,0,,,C,
CA00303C642,19850914,SNOW,0,,,C,
CA00303C642,19850915,SNOW,0,,,C,
CA00303C642,19850916,SNOW,0,,,C,
CA00303C642,19850917,SNOW,0,,,C,
CA00303C642,19850918,SNOW,0,T,,C,
CA00303C642,19850919,SNOW,0,,,C,
CA00303C642,19850920,SNOW,0,,,C,
CA00303C642,19850921,SNOW,0,,,C,
CA00303C642,19850922,SNOW,0,,,C,
CA00303C642,19850923,SNOW,0,,,C,
CA00303C642,19850924,SNOW,0,,,C,
CA00303C642,19850925,SNOW,0,,,C,
CA00303C642,19850926,SNOW,0,,,C,
CA00303C642,19850927,SNOW,0,,,C,
CA00303C642,19850928,SNOW,0,,,C,
CA00303C642,19850929,SNOW,0,,,C,
CA00303C642,19850930,SNOW,0,,,C,
CA00303C642,19850901,SNWD,0,,,C,
CA00303C642,19850902,SNWD,0,,,C,
CA00303C642,19850903,SNWD,0,,,C,
CA00303C642,19850904,SNWD,0,,,C,
CA00303C642,19850905,SNWD,0,,,C,
CA00303C642,19850906,SNWD,0,,,C,
CA00303C642,19850907,SNWD,0,,,C,
CA00303C642,19850908,SNWD,0,,,C,
CA00303C642,19850909,SNWD,0,,,C,
CA00303C642,19850910,SNWD,0,,,C,
CA00303C642,19850911,SNWD,0,,,C,
CA00303C642,19850912,SNWD,0,,,C,
CA00303C642,19850913,SNWD,0,,,C,
CA00303C642,19850914,SNWD,0,,,C,
CA00303C642,19850915,SNWD,0,,,C,
CA00303C642,19850916,SNWD,0,,,C,
CA00303C642,19850917,SNWD,0,,,C,
CA00303C642,19850918,SNWD,0,,,C,
CA00303C642,19850919,SNWD,0,,,C,
CA00303C642,19850920,SNWD,0,,,C,
CA00303C642,19850921,SNWD,0,,,C,
CA00303C642,19850922,SNWD,0,,,C,
CA00303C642,19850923,SNWD,0,,,C,
CA00303C642,19850924,SNWD,0,,,C,
CA00303C642,19850925,SNWD,0,,,C,
CA00303C642,19850926,SNWD,0,,,C,
CA00303C642,19850927,SNWD,0,,,C,
CA00303C642,19850928,SNWD,0,,,C,
CA00303C642,19850929,SNWD,0,,,C,
CA00303C642,19850930,SNWD,0,,,C,
CA00303C642,19851001,PRCP,0,,,C,
CA00303C642,19851002,PRCP,0,T,,C,
CA00303C642,19851003,PRCP,0,,,C,
CA00303C642,19851004,PRCP,0,,,C,
CA00303C642,19851005,PRCP,20,,,C,
CA00303C642,19851006,PRCP,0,T,,C,
CA00303C642,19851007,PRCP,46,,,C,
CA00303C642,19851008,PRCP,0,,,C,
CA00303C642,19851009,PRCP,0,,,C,
CA00303C642,19851010,PRCP,0,,,C,
CA00303C642,19851011,PRCP,0,,,C,
CA00303C642,19851012,PRCP,0,,,C,
CA00303C642,19851013,PRCP,0,,,C,
CA00303C642,19851014,PRCP,80,,,C,
CA00303C642,19851015,PRCP,2,,,C,
CA00303C642,19851016,PRCP,0,,,C,
CA00303C642,19851017,PRCP,0,,,C,
CA00303C642,19851018,PRCP,0,,,C,
CA00303C642,19851019,PRCP,0,,,C,
CA00303C642,19851020,PRCP,0,,,C,
CA00303C642,19851021,PRCP,0,,,C,
CA00303C642,19851022,PRCP,0,,,C,
CA00303C642,19851023,PRCP,0,,,C,
CA00303C642,19851024,PRCP,20,,,C,
CA00303C642,19851025,PRCP,0,T,,C,
CA00303C642,19851026,PRCP,0,,,C,
CA00303C642,19851027,PRCP,0,,,C,
CA00303C642,19851028,PRCP,0,,,C,
CA00303C642,19851029,PRCP,0,,,C,
CA00303C642,19851030,PRCP,0,,,C,
CA00303C642,19851031,PRCP,0,,,C,
CA00303C642,19851001,SNOW,0,,,C,
CA00303C642,19851002,SNOW,0,,,C,
CA00303C642,19851003,SNOW,0,,,C,
CA00303C642,19851004,SNOW,0,,,C,
CA00303C642,19851005,SNOW,18,,,C,
CA00303C642,19851006,SNOW,0,T,,C,
CA00303C642,19851007,SNOW,30,,,C,
CA00303C642,19851008,SNOW,0,,,C,
CA00303C642,19851009,SNOW,0,,,C,
CA00303C642,19851010,SNOW,0,,,C,
CA00303C642,19851011,SNOW,0,,,C,
CA00303C642,19851012,SNOW,0,,,C,
CA00303C642,19851013,SNOW,0,,,C,
CA00303C642,19851014,SNOW,0,,,C,
CA00303C642,19851015,SNOW,0,,,C,
CA00303C642,19851016,SNOW,0,,,C,
CA00303C642,19851017,SNOW,0,,,C,
CA00303C642,19851018,SNOW,0,,,C,
CA00303C642,19851019,SNOW,0,,,C,
CA00303C642,19851020,SNOW,0,,,C,
CA00303C642,19851021,SNOW,0,,,C,
CA00303C642,19851022,SNOW,0,,,C,
CA00303C642,19851023,SNOW,0,,,C,
CA00303C642,19851024,SNOW,20,,,C,
CA00303C642,19851025,SNOW,0,T,,C,
CA00303C642,19851026,SNOW,0,,,C,
CA00303C642,19851027,SNOW,0,,,C,
CA00303C642,19851028,SNOW,0,,,C,
CA00303C642,19851029,SNOW,0,,,C,
CA00303C642,19851030,SNOW,0,,,C,
CA00303C642,19851031,SNOW,0,,,C,
CA00303C642,19851001,SNWD,0,,,C,
CA00303C642,19851002,SNWD,0,,,C,
CA00303C642,19851003,SNWD,0,,,C,
CA00303C642,19851004,SNWD,0,,,C,
CA00303C642,19851005,SNWD,0,,,C,
CA00303C642,19851014,SNWD,0,,,C,
CA00303C642,19851015,SNWD,0,,,C,
CA00303C642,19851016,SNWD,0,,,C,
CA00303C642,19851017,SNWD,0,,,C,
CA00303C642,19851018,SNWD,0,,,C,
CA00303C642,19851019,SNWD,0,,,C,
CA00303C642,19851020,SNWD,0,,,C,
CA00303C642,19851021,SNWD,0,,,C,
CA00303C642,19851022,SNWD,0,,,C,
CA00303C642,19851023,SNWD,0,,,C,
CA00303C642,19851024,SNWD,0,,,C,
CA00303C642,19851101,PRCP,0,,,C,
CA00303C642,19851102,PRCP,0,,,C,
CA00303C642,19851103,PRCP,0,,,C,
CA00303C642,19851104,PRCP,0,,,C,
CA00303C642,19851105,PRCP,0,,,C,
CA00303C642,19851106,PRCP,26,,,C,
CA00303C642,19851107,PRCP,6,,,C,
CA00303C642,19851108,PRCP,28,,,C,
CA00303C642,19851109,PRCP,10,,,C,
CA00303C642,19851110,PRCP,0,,,C,
CA00303C642,19851111,PRCP,0,,,C,
CA00303C642,19851112,PRCP,0,,,C,
CA00303C642,19851113,PRCP,0,,,C,
CA00303C642,19851114,PRCP,0,,,C,
CA00303C642,19851115,PRCP,0,,,C,
CA00303C642,19851116,PRCP,6,,,C,
CA00303C642,19851117,PRCP,0,T,,C,
CA00303C642,19851118,PRCP,0,,,C,
CA00303C642,19851119,PRCP,0,,,C,
CA00303C642,19851120,PRCP,0,,,C,
CA00303C642,19851121,PRCP,0,,,C,
CA00303C642,19851122,PRCP,0,T,,C,
CA00303C642,19851123,PRCP,0,T,,C,
CA00303C642,19851124,PRCP,0,,,C,
CA00303C642,19851125,PRCP,0,,,C,
CA00303C642,19851126,PRCP,0,,,C,
CA00303C642,19851127,PRCP,0,,,C,
CA00303C642,19851128,PRCP,0,,,C,
CA00303C642,19851129,PRCP,0,,,C,
CA00303C642,19851130,PRCP,0,,,C,
CA00303C642,19851101,SNOW,0,,,C,
CA00303C642,19851102,SNOW,0,,,C,
CA00303C642,19851103,SNOW,0,,,C,
CA00303C642,19851104,SNOW,0,,,C,
CA00303C642,19851105,SNOW,0,,,C,
CA00303C642,19851106,SNOW,26,,,C,
CA00303C642,19851107,SNOW,6,,,C,
CA00303C642,19851108,SNOW,28,,,C,
CA00303C642,19851109,SNOW,10,,,C,
CA00303C642,19851110,SNOW,0,,,C,
CA00303C642,19851111,SNOW,0,,,C,
CA00303C642,19851112,SNOW,0,,,C,
CA00303C642,19851113,SNOW,0,,,C,
CA00303C642,19851114,SNOW,0,,,C,
CA00303C642,19851115,SNOW,0,,,C,
CA00303C642,19851116,SNOW,6,,,C,
CA00303C642,19851117,SNOW,0,T,,C,
CA00303C642,19851118,SNOW,0,,,C,
CA00303C642,19851119,SNOW,0,,,C,
CA00303C642,19851120,SNOW,0,,,C,
CA00303C642,19851121,SNOW,0,,,C,
CA00303C642,19851122,SNOW,0,T,,C,
CA00303C642,19851123,SNOW,0,T,,C,
CA00303C642,19851124,SNOW,0,,,C,
CA00303C642,19851125,SNOW,0,,,C,
CA00303C642,19851126,SNOW,0,,,C,
CA00303C642,19851127,SNOW,0,,,C,
CA00303C642,19851128,SNOW,0,,,C,
CA00303C642,19851129,SNOW,0,,,C,
CA00303C642,19851130,SNOW,0,,,C,
CA00303C642,19851201,PRCP,0,,,C,
CA00303C642,19851202,PRCP,0,,,C,
CA00303C642,19851203,PRCP,0,,,C,
CA00303C642,19851204,PRCP,0,,,C,
CA00303C642,19851205,PRCP,0,,,C,
CA00303C642,19851206,PRCP,0,,,C,
CA00303C642,19851207,PRCP,0,,,C,
CA00303C642,19851208,PRCP,0,,,C,
CA00303C642,19851209,PRCP,0,,,C,
CA00303C642,19851210,PRCP,0,,,C,
CA00303C642,19851211,PRCP,24,,,C,
CA00303C642,19851212,PRCP,4,,,C,
CA00303C642,19851213,PRCP,0,,,C,
CA00303C642,19851214,PRCP,3,,,C,
CA00303C642,19851215,PRCP,0,,,C,
CA00303C642,19851216,PRCP,0,,,C,
CA00303C642,19851217,PRCP,0,,,C,
CA00303C642,19851218,PRCP,6,,,C,
CA00303C642,19851219,PRCP,0,,,C,
CA00303C642,19851220,PRCP,0,,,C,
CA00303C642,19851221,PRCP,0,,,C,
CA00303C642,19851222,PRCP,0,,,C,
CA00303C642,19851223,PRCP,0,,,C,
CA00303C642,19851224,PRCP,0,,,C,
CA00303C642,19851225,PRCP,0,,,C,
CA00303C642,19851226,PRCP,0,,,C,
CA00303C642,19851227,PRCP,0,,,C,
CA00303C642,19851228,PRCP,0,,,C,
CA00303C642,19851229,PRCP,0,,,C,
CA00303C642,19851230,PRCP,0,,,C,
CA00303C642,19851231,PRCP,0,,,C,
CA00303C642,19851201,SNOW,0,,,C,
CA00303C642,19851202,SNOW,0,,,C,
CA00303C642,19851203,SNOW,0,,,C,
CA00303C642,19851204,SNOW,0,,,C,
CA00303C642,19851205,SNOW,0,,,C,
CA00303C642,19851206,SNOW,0,,,C,
CA00303C642,19851207,SNOW,0,,,C,
CA00303C642,19851208,SNOW,0,,,C,
CA00303C642,19851209,SNOW,0,,,C,
CA00303C642,19851210,SNOW,0,,,C,
CA00303C642,19851211,SNOW,24,,,C,
CA00303C642,19851212,SNOW,4,,,C,
CA00303C642,19851213,SNOW,0,,,C,
CA00303C642,19851214,SNOW,3,,,C,
CA00303C642,19851215,SNOW,0,,,C,
CA00303C642,19851216,SNOW,0,,,C,
CA00303C642,19851217,SNOW,0,,,C,
CA00303C642,19851218,SNOW,6,,,C,
CA00303C642,19851219,SNOW,0,,,C,
CA00303C642,19851220,SNOW,0,,,C,
CA00303C642,19851221,SNOW,0,,,C,
CA00303C642,19851222,SNOW,0,,,C,
CA00303C642,19851223,SNOW,0,,,C,
CA00303C642,19851224,SNOW,0,,,C,
CA00303C642,19851225,SNOW,0,,,C,
CA00303C642,19851226,SNOW,0,,,C,
CA00303C642,19851227,SNOW,0,,,C,
CA00303C642,19851228,SNOW,0,,,C,
CA00303C642,19851229,SNOW,0,,,C,
CA00303C642,19851230,SNOW,0,,,C,
CA00303C642,19851231,SNOW,0,,,C,
CA00303C642,19860101,PRCP,0,,,C,
CA00303C642,19860102,PRCP,6,,,C,
CA00303C642,19860103,PRCP,0,,,C,
CA00303C642,19860104,PRCP,0,,,C,
CA00303C642,19860105,PRCP,0,,,C,
CA00303C642,19860106,PRCP,0,,,C,
CA00303C642,19860107,PRCP,0,,,C,
CA00303C642,19860108,PRCP,0,,,C,
CA00303C642,19860109,PRCP,0,,,C,
CA00303C642,19860110,PRCP,0,,,C,
CA00303C642,19860111,PRCP,0,,,C,
CA00303C642,19860112,PRCP,0,,,C,
CA00303C642,19860113,PRCP,0,,,C,
CA00303C642,19860114,PRCP,0,,,C,
CA00303C642,19860115,PRCP,0,,,C,
CA00303C642,19860116,PRCP,0,,,C,
CA00303C642,19860117,PRCP,0,,,C,
CA00303C642,19860118,PRCP,0,,,C,
CA00303C642,19860119,PRCP,0,,,C,
CA00303C642,19860120,PRCP,0,,,C,
CA00303C642,19860121,PRCP,0,,,C,
CA00303C642,19860122,PRCP,0,,,C,
CA00303C642,19860123,PRCP,0,,,C,
CA00303C642,19860124,PRCP,0,,,C,
CA00303C642,19860125,PRCP,0,,,C,
CA00303C642,19860126,PRCP,0,,,C,
CA00303C642,19860127,PRCP,0,,,C,
CA00303C642,19860128,PRCP,0,,,C,
CA00303C642,19860129,PRCP,0,,,C,
CA00303C642,19860130,PRCP,0,,,C,
CA00303C642,19860131,PRCP,0,,,C,
CA00303C642,19860101,SNOW,0,,,C,
CA00303C642,19860102,SNOW,6,,,C,
CA00303C642,19860103,SNOW,0,,,C,
CA00303C642,19860104,SNOW,0,,,C,
CA00303C642,19860105,SNOW,0,,,C,
CA00303C642,19860106,SNOW,0,,,C,
CA00303C642,19860107,SNOW,0,,,C,
CA00303C642,19860108,SNOW,0,,,C,
CA00303C642,19860109,SNOW,0,,,C,
CA00303C642,19860110,SNOW,0,,,C,
CA00303C642,19860111,SNOW,0,,,C,
CA00303C642,19860112,SNOW,0,,,C,
CA00303C642,19860113,SNOW,0,,,C,
CA00303C642,19860114,SNOW,0,,,C,
CA00303C642,19860115,SNOW,0,,,C,
CA00303C642,19860116,SNOW,0,,,C,
CA00303C642,19860117,SNOW,0,,,C,
CA00303C642,19860118,SNOW,0,,,C,
CA00303C642,19860119,SNOW,0,,,C,
CA00303C642,19860120,SNOW,0,,,C,
CA00303C642,19860121,SNOW,0,,,C,
CA00303C642,19860122,SNOW,0,,,C,
CA00303C642,19860123,SNOW,0,,,C,
CA00303C642,19860124,SNOW,0,,,C,
CA00303C642,19860125,SNOW,0,,,C,
CA00303C642,19860126,SNOW,0,,,C,
CA00303C642,19860127,SNOW,0,,,C,
CA00303C642,19860128,SNOW,0,,,C,
CA00303C642,19860129,SNOW,0,,,C,
CA00303C642,19860130,SNOW,0,,,C,
CA00303C642,19860131,SNOW,0,,,C,
CA00303C642,19860101,SNWD,0,,,C,
CA00303C642,19860102,SNWD,0,,,C,
CA00303C642,19860103,SNWD,0,,,C,
CA00303C642,19860104,SNWD,0,,,C,
CA00303C642,19860105,SNWD,0,,,C,
CA00303C642,19860106,SNWD,0,,,C,
CA00303C642,19860107,SNWD,0,,,C,
CA00303C642,19860108,SNWD,0,,,C,
CA00303C642,19860109,SNWD,0,,,C,
CA00303C642,19860110,SNWD,0,,,C,
CA00303C642,19860111,SNWD,0,,,C,
CA00303C642,19860112,SNWD,0,,,C,
CA00303C642,19860113,SNWD,0,,,C,
CA00303C642,19860114,SNWD,0,,,C,
CA00303C642,19860115,SNWD,0,,,C,
CA00303C642,19860116,SNWD,0,,,C,
CA00303C642,19860117,SNWD,0,,,C,
CA00303C642,19860118,SNWD,0,,,C,
CA00303C642,19860119,SNWD,0,,,C,
CA00303C642,19860120,SNWD,0,,,C,
CA00303C642,19860121,SNWD,0,,,C,
CA00303C642,19860122,SNWD,0,,,C,
CA00303C642,19860123,SNWD,0,,,C,
CA00303C642,19860124,SNWD,0,,,C,
CA00303C642,19860125,SNWD,0,,,C,
CA00303C642,19860126,SNWD,0,,,C,
CA00303C642,19860127,SNWD,0,,,C,
CA00303C642,19860128,SNWD,0,,,C,
CA00303C642,19860129,SNWD,0,,,C,
CA00303C642,19860130,SNWD,0,,,C,
CA00303C642,19860131,SNWD,0,,,C,
CA00303C642,19860201,PRCP,0,,,C,
CA00303C642,19860202,PRCP,0,,,C,
CA00303C642,19860203,PRCP,0,,,C,
CA00303C642,19860204,PRCP,0,,,C,
CA00303C642,19860205,PRCP,0,,,C,
CA00303C642,19860206,PRCP,0,,,C,
CA00303C642,19860207,PRCP,0,,,C,
CA00303C642,19860208,PRCP,3,,,C,
CA00303C642,19860209,PRCP,2,,,C,
CA00303C642,19860210,PRCP,0,,,C,
CA00303C642,19860211,PRCP,0,,,C,
CA00303C642,19860212,PRCP,0,T,,C,
CA00303C642,19860213,PRCP,0,,,C,
CA00303C642,19860214,PRCP,8,,,C,
CA00303C642,19860215,PRCP,16,,,C,
CA00303C642,19860216,PRCP,3,,,C,
CA00303C642,19860217,PRCP,0,,,C,
CA00303C642,19860218,PRCP,0,,,C,
CA00303C642,19860219,PRCP,0,,,C,
CA00303C642,19860220,PRCP,20,,,C,
CA00303C642,19860221,PRCP,0,,,C,
CA00303C642,19860222,PRCP,0,,,C,
CA00303C642,19860223,PRCP,0,,,C,
CA00303C642,19860224,PRCP,0,,,C,
CA00303C642,19860225,PRCP,0,,,C,
CA00303C642,19860226,PRCP,0,,,C,
CA00303C642,19860227,PRCP,0,,,C,
CA00303C642,19860228,PRCP,0,,,C,
CA00303C642,19860201,SNOW,0,,,C,
CA00303C642,19860202,SNOW,0,,,C,
CA00303C642,19860203,SNOW,0,,,C,
CA00303C642,19860204,SNOW,0,,,C,
CA00303C642,19860205,SNOW,0,,,C,
CA00303C642,19860206,SNOW,0,,,C,
CA00303C642,19860207,SNOW,0,,,C,
CA00303C642,19860208,SNOW,3,,,C,
CA00303C642,19860209,SNOW,2,,,C,
CA00303C642,19860210,SNOW,0,,,C,
CA00303C642,19860211,SNOW,0,,,C,
CA00303C642,19860212,SNOW,0,T,,C,
CA00303C642,19860213,SNOW,0,,,C,
CA00303C642,19860214,SNOW,8,,,C,
CA00303C642,19860215,SNOW,16,,,C,
CA00303C642,19860216,SNOW,3,,,C,
CA00303C642,19860217,SNOW,0,,,C,
CA00303C642,19860218,SNOW,0,,,C,
CA00303C642,19860219,SNOW,0,,,C,
CA00303C642,19860220,SNOW,20,,,C,
CA00303C642,19860221,SNOW,0,,,C,
CA00303C642,19860222,SNOW,0,,,C,
CA00303C642,19860223,SNOW,0,,,C,
CA00303C642,19860224,SNOW,0,,,C,
CA00303C642,19860225,SNOW,0,,,C,
CA00303C642,19860226,SNOW,0,,,C,
CA00303C642,19860227,SNOW,0,,,C,
CA00303C642,19860228,SNOW,0,,,C,
CA00303C642,19860301,PRCP,0,,,C,
CA00303C642,19860302,PRCP,0,,,C,
CA00303C642,19860303,PRCP,0,,,C,
CA00303C642,19860304,PRCP,0,,,C,
CA00303C642,19860305,PRCP,0,,,C,
CA00303C642,19860306,PRCP,0,,,C,
CA00303C642,19860307,PRCP,0,,,C,
CA00303C642,19860308,PRCP,0,,,C,
